index	reason	de	hsb
11709	length_ratio	Ja%1 is the effective date of the certificate, %2 is the expiry date	Hajfolders, files
11753	duplicate	KDE	KDE
11756	duplicate	Speichern	Zawěsćić
11763	duplicate	Zertifikat	Certifikat
11782	identical	KSendBugMail	KSendBugMail
11783	identical	(c) 2000 Stephan Kulow	(c) 2000 Stephan Kulow
11784	identical	Stephan Kulow	Stephan Kulow
11785	duplicate	Autor	Awtor
11788	identical	KMailService	KMailService
11790	length_ratio	Adresse:@title:window	Městno: @ title: window
11791	duplicate	Öffnen	Wočinić
11800	duplicate	Aktionen	Akcije
11802	duplicate	Programme	Programy
11810	duplicate	Orte	Městna
11811	identical	Status	Status
11826	duplicate	Benannter Benutzer	Wužiwar z mjenom
11827	duplicate	Benannte Gruppe	Skupina z mjenom
11828	duplicate	Benutzer:	Wužiwar:
11829	duplicate	Gruppe:	Skupina:
11830	identical	rwrite permission	rwrite permission
11831	identical	wexecute permission	wexecute permission
11832	duplicate	x	x
11838	length_ratio	Dateiauswahl	Dialog za wočinjenje dataje
11855	duplicate	& Allgemein	& Powšitkownje
11890	length_ratio	Ausführbar	hodźi so & startować
11893	duplicate	Benutzer:	Wužiwar:
11894	duplicate	Gruppe:	Skupina:
11902	length_ratio	Die Schreib-Markierung ermöglicht die Änderung der Datei.Enter folder	Enter folder
11909	length_ratio	Falls es sich um eine ausführbare Datei handelt und diese Markierung gesetzt ist, dann wird die Datei mit den Berechtigungen dieser Gruppe ausgeführt.File permission	File permission
11913	duplicate	Adresse (URL):	URL:
11917	duplicate	Nur lesen	Jenož čitać
11936	length_ratio	Beim Versuch, die Freigabe des Ordners„ %1“ zu deaktivieren, ist ein Fehler aufgetreten. Bitte vergewissern Sie sich, dass das Perl-Skript„ fileshareset“ nicht unter der Kennung des Benutzers„ root“ läuft (set suid).NAME OF TRANSLATORS	NAME OF TRANSLATORS
11937	duplicate	Thomas DiehlEMAIL OF TRANSLATORS	EMAIL OF TRANSLATORS
11950	duplicate	MD5-Digest:	MD5 digest:
11959	duplicate	Stadt:	Kraj:
11962	duplicate	In & Terminal ausführen	w & terminalu startować
11963	length_ratio	Terminal-Einstellungen:	& Opcije za terminal:
11964	length_ratio	Nach Programmende geöffnet lassen@title:group Title of a group that lets the user choose which user to use when launching a program	& Njezačiń po zakónčenju přikaza
11966	duplicate	Benutzername:	Mjeno wužiwarja:
11968	duplicate	Start	Započeć
11969	duplicate	Im Systemabschnitt der Kontrollleiste anzeigen	Ćišćenski system
11971	duplicate	Keine	Žane
11974	duplicate	& Name:	& Mjeno:
11975	duplicate	& Beschreibung:	& Wopisanje:
11978	duplicate	& Befehl:	Přikaz:
11980	duplicate	& Arbeitsordner:	& Format:
11983	duplicate	Beschreibung	Wopisanje
11984	duplicate	Hinzufügen...	Dodać...
11985	duplicate	Entfernen	Zničić
11992	duplicate	Lesezeichen	Lubuški
11996	duplicate	Ordner löschen	Zapisk zničić
11997	duplicate	Eigenschaften	Swójstwa
11998	duplicate	Lesezeichen löschen	Z lubuškow wumjetać
12007	duplicate	--- Trenner ---	--- dźělak ---
12009	length_ratio	Lesezeichen-Eigenschaften@action:button	Swójstwa lubuškow@ action: button
12026	duplicate	%1	% 1
12077	identical	Proxy:	Proxy:
12081	length_ratio	HTTP-Cookie-Dienst	HTTP- demon za placki
12082	length_ratio	HTTP-Cookie-Dienst	HTTP- demon za placki
12095	length_ratio	Aktivieren Sie diese Einstellung, wenn Sie alle Cookie dieser Domain annehmen oder ablehnen möchten. Die Auswahl dieser Einstellung fügt eine neue Regelung für die Adresse ein, von der das Cookie stammt. Diese Regelung wird dann beibehalten, bis Sie sie manuell in den Systemeinstellungen ändern. (Siehe Webbrowser/Cookies in den KDE-Systemeinstellungen.)	Wubjerće tutu opciju, zo byšće wšitke placki z tuteje městnosće přiwzali/ wotpokazali.
12102	duplicate	Wert:	Hódnota:
12104	duplicate	Pfad:	Puć:
12122	duplicate	*_BAR_Alle Dateien	* _BAR_Wšitke dataje
12135	identical	& Filter:	& Filter:
12148	duplicate	Dateien auf entfernten Rechnern sind nicht erlaubt	Njelokalne dataje so njeakceptuja
12150	duplicate	Öffnen	Wočinić
12160	duplicate	Mülleimer	Papjernik
12161	length_ratio	„ %1“ & freigeben	Zničić
12162	length_ratio	„ %1“ & sicher entfernen	Zničić
12163	length_ratio	Einbindung von„ %1“ lösen	Wotmontować
12164	length_ratio	„ %1“ & auswerfen	Wućisnyć
12179	length_ratio	Geben Sie hier eine aussagekräftige Beschriftung ein	zapodajće wopisanje
12197	duplicate	Menü	Meni
12215	duplicate	& Ansicht	& Přehladka
12217	duplicate	Sonstige	Druzy
12219	duplicate	Einfügen	Datum
12220	duplicate	Bearbeiten	& Wobdźěłać
12242	length_ratio	thd@kde.org	edi. werner@ gmx. de
12258	duplicate	Daten-Programme	Datowe nastroje
12261	duplicate	Thomas ReitelbachEMAIL OF TRANSLATORS	EMAIL OF TRANSLATORS
12263	duplicate	Extras	& Nastroje
12266	identical	& Muster:	& Muster:
12270	identical	Muster	Muster
12284	duplicate	Wortvervollständigung	Samowudospołnjenje słowow
12285	duplicate	OK	OK
12286	duplicate	Ja	Haj
12287	duplicate	Nein	Ně
12288	duplicate	Abbrechen	Přetorhnyć
12291	duplicate	Einstellungen	Nastajenja
12305	length_ratio	Suchbegriff	Nowe pytanje za prowiderom
12313	duplicate	Benutzerschnittstelle	Syćowe interfejsy
12318	length_ratio	Modul zum Einrichten von Windows-FreigabenName	Name
12321	length_ratio	Modul für den Konqueror-Eigenschaftendialog zur Freigabe eines Ordners im NetzwerkName	Name
12327	length_ratio	Überwacht DNS-SD-Dienste und aktualisiert VerzeichniseinträgeName	Name
12340	length_ratio	Verknüpfungen mit KGet herunterladenComment	Comment
12342	length_ratio	Ein neuer Download ist hinzugefügt wordenName	Name
12348	length_ratio	Alle Downloads sind abgeschlossen wordenName	Name
12354	length_ratio	Ermöglicht das Herunterladen von Dateien mit BittorrentName	Name
12357	length_ratio	Versucht Prüfsummen für eine angegebene Adresse zu findenName	Name
12360	length_ratio	Lädt Dateninhalte mit eigenen Skripten herunterName	Name
12364	length_ratio	Ermöglicht die Übertragung von Dateien mittels MetalinkName	Name
12367	length_ratio	Ermöglicht es KGet, nach Dateien über Spiegel-Suchmaschinen zu suchenName	Name
12374	length_ratio	Anleitungsmodul zum Einfinden in die Kopete-EntwicklungName	Name
12376	length_ratio	Macht Normalsterbliche zu Super-Kopete-Entwicklern ;-)Name	Name
12378	length_ratio	Das übliche Chat-Fenster für KopeteName	Name
12380	length_ratio	Das E-Mail-Fenster für KopeteName	Name
12382	length_ratio	Hier können Sie Ihre Zugänge und Identitäten verwaltenName	Name
12384	length_ratio	Erscheinungsbild der Kontaktliste einrichtenName	Name
12387	duplicate	VerhaltenComment	ZadźerženjeComment
12388	length_ratio	Anpassung von Kopete an Ihre persönlichen VorstellungenName	Name
12390	length_ratio	Erscheinungsbild des Chat-Fensters einrichtenName	Name
12392	length_ratio	Module auswählen und einrichtenName	Name
12399	length_ratio	Die Gruppe, zu der der Kontakt gehörtName	Name
12405	length_ratio	Eine eingehende Nachricht wurde empfangenName	Name
12406	length_ratio	Eingehende Nachricht in aktivem ChatComment	Comment
12407	length_ratio	Eine eingehende Nachricht im aktiven Chat-Fenster wurde empfangenName	Name
12409	length_ratio	Eine ausgehende Nachricht wurde gesendetName	Name
12411	length_ratio	Ein Kontakt ist nun onlineName	Name
12413	length_ratio	Ein Kontakt ist nun offlineName	Name
12415	length_ratio	Der Online-Status eines Kontakt hat sich geändertName	Name
12417	length_ratio	Eine hervorgehobene Nachricht ist eingegangenName	Name
12418	length_ratio	Nachrichten mit niedriger PrioritätComment	Comment
12419	length_ratio	Eine Nachricht mit niedriger Priorität ist eingegangenName	Name
12421	length_ratio	Eine neue Nachricht befindet sich im Yahoo-EingangsordnerName	Name
12423	length_ratio	Eine neue Nachricht befindet sich im MSN-EingangsordnerName	Name
12425	length_ratio	Ein ICQ-Benutzer hat Ihre Autorisierungsanfrage angenommen/abgelehntName	Name
12427	length_ratio	Ein IRC-Ereignis ist aufgetretenName	Name
12429	length_ratio	Es ist ein Verbindungsfehler aufgetretenName	Name
12431	length_ratio	Die Verbindung ist abgebrochenName	Name
12433	length_ratio	Kopete kann zu diesem Dienst keine Verbindung herstellenName	Name
12435	length_ratio	Das Netzwerk scheint derzeit gestört zu seinName	Name
12439	length_ratio	Ein Benutzer macht auf sich aufmerksam.Name	Name
12441	length_ratio	Das Privatsphäre-Modul hat eine Nachricht gefiltertName	Name
12443	length_ratio	Ein ICQ-Benutzer liest gerade Ihre StatusmeldungName	Name
12445	length_ratio	Eine Dienstmitteilung wurde empfangen (z. B. Autorisierungsanfrage)Name	Name
12447	length_ratio	Die Kontaktliste ist empfangen/exportiert/gelöscht wordenComment	Comment
12451	duplicate	LesezeichenComment	LubuškiComment
12452	length_ratio	Verknüpfungen in eingehenden Nachrichten automatisch als Lesezeichen ablegenName	Name
12454	length_ratio	Fügt benutzerdefinierte Aliase für Befehle hinzuName	Name
12456	length_ratio	Ersetzt wählbare Texte automatischComment	Comment
12457	length_ratio	Ersetzt wählbare Texte automatischName	Name
12459	length_ratio	Ermöglicht das Hinzufügen persönlicher Notizen zu KontaktenComment	Comment
12460	length_ratio	Texthervorhebung mit Hilfe von FilternComment	Comment
12464	length_ratio	Protokolliert Ihre Gespräche und NachrichtenName	Name
12467	length_ratio	Ermöglicht Latex-Formeln in einem Chat-FensterName	Name
12469	length_ratio	Teilt Ihren Freunden mit, welche Musik Sie gerade hörenComment	Comment
12470	length_ratio	Chatsitzung mit Off-The-Record-Verschlüsselung sichernName	Name
12473	length_ratio	Mitteilungen durch ein externes Programm/Skript leitenName	Name
12478	length_ratio	Einige aussagekräftige Statistiken sammelnName	Name
12480	length_ratio	Verschönert Ihre Nachrichtentexte mit Spezial-EffektenComment	Comment
12481	length_ratio	Verschönert Ihre Nachrichten mit netten EffektenName	Name
12483	length_ratio	Übersetzt Nachrichten von der eigenen in eine fremde SpracheComment	Comment
12484	length_ratio	Chatten mit fremdsprachigen Freunden in der eigenen MutterspracheName	Name
12488	length_ratio	Zeigt eine Vorschau für Bilder in Chats anComment	Comment
12489	length_ratio	Zeigt den Status Ihrer Kontaktliste (oder Teilen davon) auf einer Internetseite anName	Name
12494	length_ratio	Gadu-Gadu - der polnische IM-DienstName	Name
12499	length_ratio	Ein-/Ausgabemodul zum Auffinden von Jabber-DienstenName	Name
12501	length_ratio	XMPP, Jabber, Google TalkName	Name
12503	length_ratio	Kommunizieren Sie gleichzeitig mit MeanwhileName	Name
12507	length_ratio	Suchen und Chatten mit ICQName	Name
12510	length_ratio	Modul für das Skype-Protokoll (Wrapper)Name	Name
12512	length_ratio	SMS-Nachrichten an Mobiltelefone sendenName	Name
12516	length_ratio	Sendet Nachrichten des Typs Windows-WinPopupName	GenericName
12520	length_ratio	Yahoo! Messenger IM und Video-ChatName	Name
12521	duplicate	ÖsterreichName	AwstriskaName
12522	duplicate	WeißrusslandName	BełoruskaName
12524	duplicate	DänemarkName	DanskaName
12525	duplicate	FrankreichName	FrancoskaName
12526	duplicate	DeutschlandName	NěmskaName
12527	duplicate	IrlandName	IrskaName
12528	duplicate	NiederlandeName	NižozemskaName
12529	duplicate	NeuseelandName	Nowa ZelandskaName
12530	duplicate	NorwegenName	NorwegskaName
12531	identical	PortugalName	PortugalName
12532	duplicate	SlowenienName	SłowjenskaName
12533	duplicate	SchwedenName	ŠwedskaName
12534	duplicate	SchweizName	ŠwicarskaName
12535	identical	TaiwanName	TaiwanName
12536	duplicate	UkraineName	UkrainskaName
12537	duplicate	Vereinigtes KönigreichName	Zjednoćene kralestwoName
12542	length_ratio	Protokoll-Betrachter für die Einwahl ins InternetName	Name
12545	length_ratio	Erlaubt die Verwaltung von SSH- und Telnet-Sitzungen über KRDCComment	Comment
12550	length_ratio	Erlaubt die Verwaltung von NX-Sitzungen über KRDCName	Name
12552	length_ratio	Erlaubt die Verwaltung von RDP-Sitzungen über KRDCName	Name
12553	length_ratio	Verbindung zur Arbeitsfläche dieses Rechners herstellenName	Name
12554	identical	TestComment	TestComment
12555	length_ratio	Testmodul für die KRDC-EntwicklungName	Name
12557	length_ratio	Erlaubt die Verwaltung von VNC-Sitzungen über KRDCComment	Comment
12558	length_ratio	Qt-basierter Framebuffer für KRfbName	Name
12560	length_ratio	X11 XDamage/XShm-basierter Framebuffer für KRfb.Name	Name
12563	length_ratio	Freigabe der Arbeitsfläche einrichtenName	Name
12565	length_ratio	Startet Netzwerkdienste bei BedarfName	Name
12571	length_ratio	Der Prozess zur Bearbeitung der Verbindungsanfrage kann nicht gestartet werdenName	Name
12575	length_ratio	Der Benutzer akzeptiert die VerbindungName	Name
12577	length_ratio	Der Benutzer verweigert die VerbindungName	Name
12583	length_ratio	Die eingeladene Person hat ein ungültiges Passwort gesendet: Verbindung abgelehnt.Name	Name
12585	length_ratio	Verbindungsanfrage, Benutzer muss bestätigenName	Name
12586	length_ratio	Neue Verbindung automatisch angenommenComment	Comment
12587	length_ratio	Neue Verbindung automatisch hergestelltName	Name
12591	length_ratio	In dieses Feld kann der feste Port für die Freigabe der Arbeitsfläche eingetragen werden. Falls der Port bereits von einem anderen Programm verwendet wird, so ist der Dienst erst erreichbar, wenn der Port wieder frei wird. Sie sollten im Zweifelsfall den Port automatisch zuweisen lassen. Die meisten VNC-Programme verwenden eine Anzeigenummer an Stelle des eigentlichen Ports. Die Anzeigenummer wird zur Portnummer 5900 addiert. Damit hat Port 5901 die Anzeigenummer 1.NAME OF TRANSLATORS	NAME OF TRANSLATORS
12593	duplicate	Einstellungen	Operacija
12594	identical	& OK	& OK
12595	duplicate	& Abbrechen	& Přetorhnyć
12597	duplicate	& Passwort:	Škitne & hesło:
12598	duplicate	Benutzername:	Mjeno wužiwarja:
12599	duplicate	Name	Mjeno
12600	duplicate	& Hilfe	Pomoc
12601	duplicate	Zugangsberechtigungen	Přistupne prawa
12602	duplicate	Sonstige	Druzy
12603	duplicate	Lesen	Čitać
12604	duplicate	Ausführen	Startować
12605	duplicate	Schreiben	Pisać
12606	duplicate	Eigentümer	Wobsydnik
12607	duplicate	Gruppe	Skupina
12608	duplicate	Gruppen-ID (GID) setzen	Sadź GID
12609	duplicate	Benutzer-ID (UID) setzen	Sadź UID
12610	duplicate	Spezialattribut	Specialne
12611	duplicate	Benutzer	Wužiwar
12612	duplicate	Kommentar	Komentar
12613	duplicate	Eigenschaften	Swójstwa
12614	duplicate	Hinzufügen	Dodać
12615	duplicate	& Allgemein	& Powšitkownje
12616	duplicate	Allgemein	Generelnje
12619	identical	Client	Client
12620	duplicate	Ja	Haj
12621	duplicate	Nein	Ně
12622	duplicate	Protokollierung	Protokolowanje
12623	identical	Status	Status
12626	duplicate	SSL	SSL
12628	duplicate	Zulassen	dowolić
12629	duplicate	Ablehnen	Wotpokazać
12630	duplicate	Größe	Wulkosć
12633	duplicate	...	...
12634	duplicate	Name:	Mjeno:
12635	duplicate	Warnung	Kedźbu
12636	identical	Standard	Standard
12637	duplicate	Nur lesen	Jenož čitać
12638	duplicate	Fehler	Wodaj
12640	duplicate	& Freigabe	Za zhromadne wužiwanje
12642	duplicate	Dateifreigabe einrichten...	Konfiguracija zhromadneho wužiwanja datajow
12643	duplicate	Hinzufügen	Dodać
12644	duplicate	Löschen	Niču
12646	duplicate	Netzwerk	Žane zapiski
12655	duplicate	Datei	Dataja
12661	duplicate	Anhalten	Zastajić
12670	length_ratio	Verbinden...	Zwjazam so z% 1...
12678	length_ratio	Das Herunterladen ist fehlgeschlagen, da keine funktionierenden Adressen gefunden werden konnten.	Comment
12681	length_ratio	Der Download kann nicht verifiziert werden. Möchten Sie ihn reparieren? Falls das Reparieren nicht gelingt, wird der Download neu gestartet.	Comment
12686	length_ratio	Wählen Sie einen Ordner, in den die Daten verschoben werden sollen.Choked	Choked
12688	identical	Client	Client
12696	duplicate	Adresse	URL
12707	length_ratio	Zielordner änderntransfer state: downloading	Cil
12714	length_ratio	Der Ordner %1 lässt sich nicht erstellen	Stworju zapisk
12715	duplicate	Allgemein	Generelnje
12723	length_ratio	Abgebrochen	The transfer is finished
12730	duplicate	Unbekannttrust level	trust level
12756	duplicate	Heute	dźensa
12763	duplicate	Datei öffnen	Dataju wočinić
12778	duplicate	Auswahl aufheben	Wubraće zběhnyć
12784	duplicate	Entfernen	Zničić
12793	length_ratio	KGet als Download-Verwaltung für Konqueror verwendendelete selected transfer item	@ action
12802	length_ratio	Die KGet-Download-Verwaltung für Konqueror wurde vorübergehend deaktiviert. Wenn Sie KGet dauerhaft deaktivieren möchten, ist dies unter„ Einstellungen - > Erweitert“ möglich, indem Sie das Ankreuzfeld„ KGet als Download-Verwaltung für Konqueror verwenden“ deaktivieren.NAME OF TRANSLATORS	NAME OF TRANSLATORS
12809	duplicate	Benutzer:	Wužiwar:
12810	duplicate	Passwort:	Hesło:
12811	duplicate	Anzahl an gleichzeitigen Downloads:	Ničo sćehnjene
12814	length_ratio	Wählen Sie die Dateien aus, die heruntergeladen werden sollen	Comment
12821	duplicate	Abbrechen	Přetorhnyć
12823	duplicate	Ordner	Filter
12824	length_ratio	Torrent-Standardordner:	Standard za nowe dataje w tutym zapisku
12827	duplicate	Größe:	Wulkosć:
12839	duplicate	Benutzername:	Wužiwar:
12840	duplicate	Pfad:	Puć:
12841	length_ratio	Beschreibung:	Wopisanje: KCharSelect section name
12845	duplicate	Bearbeiten...	Wobdźěłać...
12849	length_ratio	Speicherort:No value has been set	Cil:
12853	length_ratio	Spiegelverification of the download (e.g. by using MD5)	Zmylk
12854	length_ratio	Ziel:	Cil: @ title job
12869	duplicate	Regulärer Ausdruck:	Prawidłowny wuraz
12877	duplicate	Datum	Terminy
12878	duplicate	Rechner	Host
12894	duplicate	& Datei	& Dataja
12895	duplicate	& Einstellungen	& Nastajenja
12896	duplicate	& Hilfe	Pomoc
12897	duplicate	Haupt-Werkzeugleiste	Hłowny nastrojowy pas
12898	duplicate	Extras	& Nastroje
12899	length_ratio	Spaltenbreite in der Verlaufsansicht	Name
12906	duplicate	Löschen	Niču
12907	duplicate	Information	informacija
12910	length_ratio	Wählen Sie den passenden Eintrag aus dem Adressbuch aus	Name
12915	duplicate	Unbekannt	Njeznaju
12916	duplicate	Quelle	Žórło
12917	duplicate	Ziel	Cil
12918	duplicate	& Bearbeiten...	& Wobdźěłać
12920	duplicate	Entfernen	Niču
12921	duplicate	Ausführen	Wuwjesć
12922	duplicate	Keine	Žane
12923	duplicate	Schließen	& Začinić
12924	duplicate	Details	Nadrobnosće
12925	duplicate	& Entfernen	Wotstronić
12926	duplicate	Warnung	Kedźbu
12927	duplicate	& Hinzufügen	Dodaj
12928	duplicate	& Passwort:	Škitne & hesło:
12929	duplicate	Fehler	Zmylk
12930	duplicate	& Details	& Detajle
12931	duplicate	& Datei	& Dataja
12932	duplicate	Benutzername:	Wužiwar:
12933	duplicate	Passwort:	Hesło:
12934	length_ratio	Fertig. Ein neuer Zugang wurde erstellt. Klicken Sie auf„ Abschließen“, um zum Einstellungsdialog zurück zu kommen. Wenn Sie die Einstellungen des neuen Zugangs überprüfen möchten, benutzen Sie„ Bearbeiten“ im Einstellungsdialog.NAME OF TRANSLATORS	NAME OF TRANSLATORS
12936	duplicate	& Datei	& Dataja
12937	duplicate	%1 KiB	% 1 KiB
12938	duplicate	%1 MiB	% 1 MiB
12940	length_ratio	Beim Versuch in diese Datei zu schreiben ist ein Fehler aufgetreten.NAME OF TRANSLATORS	NAME OF TRANSLATORS
12942	duplicate	Lesezeichen	Lubuški
12946	duplicate	Thomas ReitelbachEMAIL OF TRANSLATORS	EMAIL OF TRANSLATORS
12949	length_ratio	Reiterposition:	Pozicija tekstatoolbar position string
12954	duplicate	KDE	KDE
12956	duplicate	Typ	Družina
12957	duplicate	& Neu	& Stworić
12958	duplicate	& Fortsetzen	& Pokročować
12968	identical	Ian Reinhart Geiser	Ian Reinhart Geiser
12969	duplicate	Netzwerk	Žane zapiski
12970	duplicate	& Entfernen	Zničić
12972	duplicate	Frank SchütteEMAIL OF TRANSLATORS	EMAIL OF TRANSLATORS
12973	length_ratio	Name@title collumn attachment size.	Mjeno
12974	duplicate	Größe	Wulkosć
12975	length_ratio	Kodierung@title collumn attachment type.	Kodowanje
12977	length_ratio	Komprimieren@title collumn attachment encryption checkbox.	Editor
12978	length_ratio	Verschlüsseln@title collumn attachment signed checkbox.	Šifrowanje
13000	length_ratio	Fehler beim Erstellen der Datei %1: %2	Zmylk
13022	length_ratio	Status: Status of message unknown.	Staw:
13024	length_ratio	Kryptografie-Modul„ %1“ wurde nicht initialisiert.	in.
13025	length_ratio	Kryptografie-Modul„ %1“ kann keine Signaturen überprüfen.	in.
13027	length_ratio	Es wurde kein %1-Modul gefunden.	in.
13028	length_ratio	Die Nachricht ist signiert, aber die Gültigkeit der Signatur kann nicht überprüft werden. Grund: %1	Podpismo njehodźi so přepruwować.
13029	length_ratio	Verschlüsselte Daten werden nicht angezeigt	Šifrowanje
13032	length_ratio	Die Daten können nicht entschlüsselt werden.	in.
13033	length_ratio	Das Kryptografie-Modul„ %1“ kann die Daten nicht entschlüsseln.	in.
13035	length_ratio	Das Kryptografie-Modul„ %1“ kann keine Nachrichten entschlüsseln.	in.
13036	length_ratio	Diese Nachricht enthält keine Zertifikate.	Certifikat:
13040	length_ratio	Auswahl der Schlüssel für die Entschlüsselung in Chiasmus	Šifrowanje
13069	length_ratio	ZertifikatStart of warning message.	Certifikaty
13096	length_ratio	Die digitale Brieftasche ist nicht verfügbar. Zur Verwaltung Ihrer Passwörter wird dringend die digitale Brieftasche empfohlen. KMail kann das Passwort auch in der Konfigurationsdatei speichern. Das Passwort wird zwar in einem für Menschen nicht lesbaren Format gespeichert, dieses ist allerdings nicht besonders sicher gegenüber ernsthaften Entschlüsselungsversuchen, falls jemand Zugriff auf diese Datei erhält. Soll das Passwort für den Zugang„ %1“ dennoch in der Konfigurationsdatei gespeichert werden?	KMail in in.
13113	identical	Sendmail	Sendmail
13116	length_ratio	Bearbeiten des Anhangs nicht möglich	Přiwěšk:
13123	length_ratio	Postfach-Format:	& Format póštoweho kašćika:
13125	length_ratio	Wählen Sie, ob der neue Ordner für Nachrichten oder Arbeitsgruppeneinträge wie Aufgaben oder Notizen verwendet werden soll. Die Voreinstellung ist Nachrichten. Behalten Sie im Zweifelsfall die Voreinstellung bei.type of folder content	type of folder content
13126	length_ratio	E-Mailtype of folder content	KMail
13127	length_ratio	Kalendertype of folder content	Protyka
13128	length_ratio	Kontaktetype of folder content	Kontakty
13129	length_ratio	Notizentype of folder content	Přispomnjenja
13130	length_ratio	Aufgabentype of folder content	Nadawki
13132	length_ratio	Bitte geben Sie einen Namen für den neuen Ordner an.	in.
13147	duplicate	Ordner & kopieren nach	Do tutoho zapiska sunyć
13149	duplicate	Ordner & verschieben nach	Do tutoho zapiska sunyć
13162	length_ratio	DatumDescription of Type Sender	Datum
13200	length_ratio	Kein Betreffdisplayed when a mail has unknown sender, receiver or date	Žana tema
13204	identical	Datum:	Datum:
13205	length_ratio	Von: To-field of the mailheader.	Wot:
13209	length_ratio	Spam-Status:To field of the mail header.	Staw:
13210	duplicate	Beschreibung	Wopisanje
13225	length_ratio	Fehler beim Löschen der Nachrichten auf dem Server:	Niču
13255	duplicate	Mülleimer leeren	Papjernik wuprózdnić
13262	duplicate	& Löschen	Zničić
13263	duplicate	Ordner löschen	Zapisk zničić
13268	length_ratio	Der Index für den Ordner %1 wird neu aufgebaut. Dadurch gehen alle Status-Informationen für Nachrichten verloren. Möchten Sie wirklich fortfahren?@title	@ title
13303	length_ratio	Die Funktion Abwesenheitsbenachrichtung basiert auf serverseitigen Filtern. Sie haben hierzu bisher noch keinen IMAP-Server eingerichtet. Die entsprechenden Einstellungen finden Sie auf der Karteikarte„ Filtern“ bei der Einrichtung des IMAP-Postfachs.	KMail s.
13304	length_ratio	Keine serverseitigen Filter eingerichtet	Ně
13316	duplicate	Nach E-Mail sehen	Pohladaj za & póštu
13321	length_ratio	GnuPG-Protokollanzeige	& Filtrowy protokol wobhladać...
13337	duplicate	& Eigenschaften	& Swójstwa
13354	length_ratio	Neue Nachricht von & Vorlage	Ně
13362	length_ratio	Neue Nachricht von & Vorlage	Ně
13364	length_ratio	Alle Nachrichten in dieser Gruppe als gelesen markieren	in
13365	length_ratio	Alle Nachrichten in dieser Gruppe als neu markieren	in
13366	length_ratio	Alle Nachrichten der ausgewählten Gruppe als ungelesen markieren	in
13408	duplicate	Mülleimer leeren	Papjernik wuprózdnić
13414	length_ratio	Keine doppelten Nachrichten gefunden.	Ně.
13422	duplicate	Hinzufügen...	Dodać...
13423	duplicate	Ändern...	Změnić...
13424	length_ratio	Als Standard verwenden@title:tab Tab page where the user configures accounts to receive mail	Jako standard wužiwać
13425	length_ratio	Empfang@title:tab Tab page where the user configures accounts to send mail	& Dóstawanje
13428	duplicate	Allgemeine Einstellungen	Powšitkowne opcije
13488	length_ratio	Immer@action:inmenu	Přeco pósłać@ action: inmenu
13498	too_long	Folgende Ausdrücke können für die Datumsanzeige verwendet werden: d - Tag als Zahl ohne führende Null (1-31) dd - Tag als Zahl mit führender Null (01-31) ddd - abgekürzter Wochentag (Mon - Son) dddd - ausgeschriebener Wochentag (Montag - Sonntag) M - Monat als Zahl ohne führende Null (1-12) MM - Monat als Zahl mit führender Null (01-12) MMM - abgekürzter Monatsname (Jan - Dez) MMMM - ausgeschriebener Monatsname (Januar - Dezember) yy - Jahr als zweistellige Zahl (00-99) yyyy - Jahr als vierstellige Zahl (0000-9999) Folgende Ausdrücke können zur Zeitanzeige verwendet werden: h - Stunde ohne führende Null (0-23 bzw. 1-12 für die AM/PM-Anzeige) hh - Stunde mit führender Null (00-23 bzw. 01-12 für die AM/PM-Anzeige) m - Minuten ohne führende Null (0-59) mm - Minuten mit führender Null (00-59) s - Sekunden ohne führende Null (0-59) ss - Sekunden mit führender Null (00-59) z - Millisekunden ohne führende Null (0-999) zzz - Millisekunden mit führenden Nullen (000-999) AP - umschalten auf AM/PM-Anzeige. AP wird entweder durch„ AM“ oder„ PM“ ersetzt. ap - umschalten auf AM/PM-Anzeige. ap wird entweder durch„ am“ oder„ pm“ ersetzt. Z - Zeitzone in nummerischer Form (-0500) Alle anderen Zeichen werden ignoriert.	Tute wurazy móža so za podaća datuma wužiwać: d - dźeń jako ličba bjez nulow na spočatku (1- 31) dd - dźeń jako ličba z nulow na spočatku (01- 31) ddd - skrótšene pomjenjowanje dnja (pó - nje) M - měsac jako ličba bjez nulow na spočatku (1- 12) MM - měsac jako ličba z nulu na spočatku (01- 12) MMM - skrótšene pomjenowanja měsaca (jan- dec) MMMM - dołhe pomjenowanja měsaca (januar- december) yy - lěto jako dwucyfrowa ličba (00- 99) yyyy - lěto jako štyricyfrowa ličba (0000- 9999) Tute wurazy móža so za podaća datuma wužiwać: h - hodźiny bjez nule na spočatku (0- 23 abo 1- 12 + rano/ popołdnju) hh - hodźiny z nul na spočatku (00- 23 abo 01- 12 + rano/ popołdnju) m - mjeńšiny bjez nule na spočatku (0- 59) mm - mjeńšiny z nulu na spočatku (00- 59) s - sekundy bjez nule na spočatku (0- 59) ss - sekundy z nulu na spočatku (00- 59) z - milisekundy bjez nule na spočatku (0- 999) zzz - milisekundy z nulu na spočatku (000- 999) AP/ ap - pokaž rano/ popołdnju Z - časowa cona w numeriskej formje (- 500) Wšitke druhe zapodate pismiki so ignoruja.
13502	length_ratio	Anzeige im Systemabschnitt der Kontrollleiste	Zdźělenki
13514	length_ratio	Eigene VorlagenSettings regarding the subject when composing a message.	Narunać
13528	duplicate	& Entfernen	Zničić
13529	duplicate	Ändern...	Změnić...
